,Canonical_smiles,Murcko,ClassI,No
6757,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5N(Cc6cccnc6)C4=O,O=C1C(n2cc(-c3ccc(-n4ccnc4)cc3)nn2)CCc2ccccc2N1Cc1cccnc1,1,3890
2533,FC(F)Oc1ccccc1CC(N2CCNCC2)c3ccccc3F,c1ccc(CC(c2ccccc2)N2CCNCC2)cc1,1,3891
6465,COc1cc2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2nc1C(=O)O,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,3892
1045,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(CC7CC7)nc6cc5CC4)n3C,c1cc(-c2nnc(SCCCN3CCc4cc5nc(CC6CC6)oc5cc4CC3)[nH]2)c2cccnc2c1,1,3893
2741,CC1(C)C[C@@H](NC(=O)c2n[nH]c3ccccc23)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl,O=C(NC1CCOc2nc(-c3ccccc3)c(-c3ccccc3)cc21)c1n[nH]c2ccccc12,1,3894
6659,COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6c(C)c5C=C)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,3895
2313,COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(OC(C)C)cc3)cc1,O=C1NCC(c2ccccc2)N1CCc1ccccc1,0,3896
4730,OC(=O)[C@H](Cc1ccccc1Cl)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,1,3897
2294,C[C@@H]1CNCCN1C2=NN(CCOc3ccccc3C(F)(F)F)C(=O)C=C2,O=c1ccc(N2CCNCC2)nn1CCOc1ccccc1,1,3898
5107,COC1COCCC1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)[N+](=O)[O-],O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCOCC1)C2,0,3899
1597,Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)N\N=C\c2oc(cc2)[N+](=O)[O-],O=C(NN=Cc1ccco1)c1ccccc1,0,3900
5168,OC[C@@H]1OC(=O)N2[C@H]1COc3cc(ccc23)c4ccc(nc4)C#N,O=C1OCC2COc3cc(-c4cccnc4)ccc3N12,0,3901
3149,CCN(CC)CCN(C)c1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3,O=c1cc(OCc2ccccc2)ccn1-c1ccccc1,1,3902
8069,Clc1ccc(CN2C(=O)n3ncnc3c4c5CCN(Cc5sc24)C6COC6)cc1,O=c1n(Cc2ccccc2)c2sc3c(c2c2ncnn12)CCN(C1COC1)C3,1,3903
2753,CC(O)(C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4)C(F)(F)F,c1ccc(-c2cc3c(nc2-c2ccccc2)OCCC3)cc1,1,3904
5559,CNCc1cc(ccn1)c2cn(C)nc2c3ccc(F)cc3,c1ccc(-c2n[nH]cc2-c2ccncc2)cc1,1,3905
3139,COc1ccc(COC2=CC(=O)N(C=C2)c3ccc(OCCN4CCCC4)cc3)cc1,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCC2)cc1,1,3906
5867,COc1ccc(cc1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C,O=c1c2nn(-c3ccccc3)cc2nc(-c2cccnc2)n1CC1CCCN(CC2CCCO2)C1,1,3907
6355,COC[C@H](N)CNc1cnc(C(=O)N)c(Nc2cc(C)cc(C)n2)c1,c1ccc(Nc2cccnc2)nc1,1,3908
1765,CCc1cc(Oc2ccc(F)cc2CNC)ccc1Cl,c1ccc(Oc2ccccc2)cc1,1,3909
6748,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ccccc5NC4=O,O=C1Nc2ccccc2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,0,3910
4081,COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N([C@H](C)c4ccccc4)[C@H](C)c5ccccc5)nn3,O=C(Cn1cc(-c2ccc(-n3ccnc3)cc2)nn1)N(Cc1ccccc1)Cc1ccccc1,1,3911
4882,COc1ccc(cc1)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,1,3912
3207,COc1ccc(CC(=O)Nc2cc3[C@H](NC4CC4)[C@@H](O)C(C)(C)Oc3cc2[N+](=O)[O-])cc1,O=C(Cc1ccccc1)Nc1ccc2c(c1)C(NC1CC1)CCO2,0,3913
5103,COC1COCCC1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCc5ncccc5C4,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCOCC1)C2,0,3914
3621,FC(F)(F)c1ccc(cc1)C(=O)NCC(=O)NC2CN(C2)[C@@H]3CC[C@H](CC3)c4ccc5OCOc5c4,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1,1,3915
560,CS(=O)(=O)Nc1ccc2OC3(CCN(CCc4ccc5nonc5c4)CC3)CC(=O)c2c1,O=C1CC2(CCN(CCc3ccc4nonc4c3)CC2)Oc2ccccc21,1,3916
2092,FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC(=O)N4CCCCC4C(=O)N5CCCC5)CC3)c2,O=C(C1CCCCN1C(=O)CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)N1CCCC1,1,3917
433,Fc1ccc(cc1)n2cc(C3=CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25,O=C1NCCN1CCN1CC=C(c2cn(-c3ccccc3)c3ccccc23)CC1,1,3918
2798,O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,1,3919
7593,Cc1c2COC(=O)c2ccc1[C@H]3CN4CCN(C[C@@H]4CO3)C(=O)Cc5ccc(nc5)n6cnnn6,O=C1OCc2cc(C3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)nc5)CC4CO3)ccc21,0,3920
7001,CC(C)(C)n1nnc2CC(CCc12)n3cnc(n3)c4ccc(F)cc4,c1ccc(-c2ncn(C3CCc4[nH]nnc4C3)n2)cc1,1,3921
4912,CC1=NC(N=C1N)(c2ccc(F)cc2)c3cccc(c3)c4cccnc4,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)N=C1,0,3922
1875,CCCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc2ccc(NS(=O)(=O)C)cc2,c1ccc(CCNCCCOc2ccccc2)cc1,1,3923
5195,Cc1ccc(OCC#Cc2cccc(C#CCOc3ccc(C)cc3)[n+]2C)cc1,C(#Cc1cccc(C#CCOc2ccccc2)[nH+]1)COc1ccccc1,1,3924
1450,CCN1CCN(CC1)c2cc3[nH]c(S[C@@]4(C)CC[C@@H](CC4)c5ocnn5)nc3cc2Cl,c1nnc(C2CCC(Sc3nc4ccc(N5CCNCC5)cc4[nH]3)CC2)o1,1,3925
2266,CC(=C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncc4,O=C(c1ccncc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,1,3926
7965,CN1N=C(C=CC1=O)N2CCC3(CCN(CCc4ccc5C(=O)OCc5c4C)CC3)C2=O,O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3ccc(=O)[nH]n3)C4=O)ccc21,1,3927
5189,Fc1cc(ccc1N2CCC(=CC#N)CC2)N3C[C@H](Cn4ccnn4)OC3=O,C=C1CCN(c2ccc(N3CC(Cn4ccnn4)OC3=O)cc2)CC1,0,3928
7682,CNC(=O)c1ccccc1Nc2nc(Nc3ccc4C[C@H](CCCc4c3OC)N5CCN(CCO)CC5)ncc2Cl,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCCC(N3CCNCC3)C4)n2)cc1,1,3929
2638,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(oc3C)c4ccc(cc4)C#N)c2)cc1,O=C(NCc1cccc(OCc2coc(-c3ccccc3)n2)c1)Oc1ccccc1,0,3930
1187,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)N)ccc1OC,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,1,3931
659,CN1CCN(Cc2ccc3cc(ccc3n2)N4C=Nc5cc(sc5C4=O)c6ccc(Cl)cc6)CC1,O=c1c2sc(-c3ccccc3)cc2ncn1-c1ccc2nc(CN3CCNCC3)ccc2c1,0,3932
6808,C[C@@H](Oc1nc(cc2ncsc12)c3cnn(c3)C(F)F)[C@H]4CNC(=O)O4,O=C1NCC(COc2nc(-c3cn[nH]c3)cc3ncsc23)O1,0,3933
6498,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCCOc5c4Cl)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3ccc4c(c3)OCCO4)(CC1)CO2,0,3935
6926,CC1(C)Oc2ccc(NC(=O)c3ccc(F)cn3)cc2C4(COC(=N4)N)C15COC5,O=C(Nc1ccc2c(c1)C1(COC=N1)C1(COC1)CO2)c1ccccn1,1,3936
4416,Fc1ccc(cc1)N(CCNC(=O)CCc2ccccc2)c3ccc(F)cc3,O=C(CCc1ccccc1)NCCN(c1ccccc1)c1ccccc1,1,3937
3495,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)[C@H](C)N,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1,1,3938
215,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,0,3939
4984,CCc1ncc(s1)[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3cncs3)CC2)C1,0,3940
2084,OCCC1CCCCN1C(=O)NC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2,O=C(NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)N1CCCCC1,1,3941
7124,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5CCCC5,c1ccc(N2CCC3CN(CCCSc4nnc(C5CCCC5)[nH]4)CC32)cc1,1,3942
6022,NC1(CCOCC1)C(=O)N[C@@H](Cc2ccc(cc2)c3ccccc3)C#N,O=C(NCCc1ccc(-c2ccccc2)cc1)C1CCOCC1,0,3943
2208,CC1(C)C[C@@H]2C[C@@](C)(CN2CCN3CCN(C3=O)c4cccc(Cl)c4)C1,O=C1N(CCN2CC3CCCC2C3)CCN1c1ccccc1,1,3944
4223,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5ccncc5,O=C(NCC(=O)N1CCC(NC2CCC(c3ccc(-c4ccncc4)cn3)CC2)C1)c1ccccc1,0,3945
5098,COC1COCCC1N[C@@H]2C[C@H]3C[C@@H](C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)C(=O)N,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCOCC1)C2,0,3946
2870,NC(=O)c1cccc(S[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,c1ccc(CN2C3CCC2CC(Sc2ccccc2)C3)cc1,1,3947
1540,CC1=Nc2cc(C)ccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3,O=c1c2ccccc2ncn1-c1ccc(OCCCN2CCCC2)cc1,1,3948
2986,FC(F)(F)COc1ncccc1CNC(=O)c2cncc(c2)c3ccc(Cl)cc3,O=C(NCc1cccnc1)c1cncc(-c2ccccc2)c1,0,3949
6039,COC1COCCC1N(CCCO)[C@@H]2C[C@H]3OCC[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F,O=C(N1CCc2ncccc2C1)C12CCOC1CC(NC1CCOCC1)C2,0,3950
863,CC(C(O)c1ccc2NC(=O)N(C)Cc2c1)N3CCC(O)(CC3)c4ccc(F)cc4,O=C1NCc2cc(CCN3CCC(c4ccccc4)CC3)ccc2N1,1,3951
8051,CN1N=C(C=CC1=O)N2CCC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)C2,O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3ccc(=O)[nH]n3)C4)ccc21,1,3952
3470,COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,c1ccn2c(-c3ccnc(Nc4ccc(OC5CCNCC5)cc4)n3)cnc2c1,1,3953
1382,CNCc1ccc(Cl)cc1Oc2ccc(F)c(C)c2,c1ccc(Oc2ccccc2)cc1,1,3954
7717,O=S(=O)(Cc1ccccc1)NCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(Cc1ccccc1)NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2,0,3955
7518,CN(CCN1CC2CN(CCOc3ccc(cc3F)C#N)CC(C1)O2)S(=O)(=O)c4ccc5OCCc5c4,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccc2c(c1)CCO2,0,3956
1043,Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2,O=C(Nc1ccccc1)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,0,3957
4319,C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5oc(COC\C=C\COCc2c3)cc5,C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC1,1,3958
2657,CC(C)N(C)[C@@H]1CC[C@H](NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)[C@H](CS(=O)(=O)c3ccccc3)C1,O=C(CNC(=O)c1ccccc1)NC1CCCCC1CS(=O)(=O)c1ccccc1,0,3959
2432,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(F)cc5)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,3960
5745,COC(=O)C(CCC(=O)N(C)CCCc1nc2ccccc2[nH]1)(C(C)C)c3ccc(Br)cc3,O=C(CCCc1ccccc1)NCCCc1nc2ccccc2[nH]1,0,3961
5224,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCCC4)c5ccc(Cl)cc5,O=C(NC(CCN1CCCCC1)c1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1,0,3962
5090,COC1COCCC1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCc5ccc(OC(F)(F)F)cc5C4,O=C(N1CCc2ccccc2C1)C12CCCC1CC(NC1CCOCC1)C2,1,3963
1948,CC(C)c1ccccc1C(=O)N(C2CCCC2)[C@H]3CCNC3,O=C(c1ccccc1)N(C1CCCC1)C1CCNC1,0,3964
4645,COc1nc(Nc2cccc3c2nc(c4ccc(F)cc4)n3C)ccc1n5cnc(C)c5,c1ccc(-c2nc3c(Nc4ccc(-n5ccnc5)cn4)cccc3[nH]2)cc1,1,3965
6706,OCC(CO)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,0,3966
3868,CN(C)C(=O)CN1CCCC(C1)c2nc3ccccc3n2CCOc4ccccc4,c1ccc(OCCn2c(C3CCCNC3)nc3ccccc32)cc1,1,3967
7243,Fc1ccc(cc1)[C@@H](OC(=O)c2ccccc2)C(=O)N3N=CC[C@H]3C(=O)NCc4cc(Cl)ccc4n5cnnn5,O=C(OC(C(=O)N1N=CCC1C(=O)NCc1ccccc1-n1cnnn1)c1ccccc1)c1ccccc1,1,3968
1952,Cn1cccc1CNC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)NCc1ccc[nH]1,1,3969
80,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C,C1=CC(c2ccccc2)C=CN1,0,3970
