,Canonical_smiles,IC50(nM),ClassA,ClassB,ClassC,ClassD,ClassE,ClassI,ClassJ,No,Murcko
22,Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C,400.0,1,1,1,1,1,1,1,4855,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1
8071,C1CN2CCC1[C@]3(CN=C(Nc4cc(ncn4)n5ccnc5)O3)C2,30000.0,0,0,0,,,0,0,4856,c1cn(-c2cc(NC3=NCC4(CN5CCC4CC5)O3)ncn2)cn1
8092,Cl.CC1=C(CCN2CCN(CC2)c3cccc4sccc34)C(=O)N5CCCC(F)(F)C5=N1,5800.0,0,,,,,1,1,4857,O=c1c(CCN2CCN(c3cccc4sccc34)CC2)cnc2n1CCCC2
3236,Nc1nc(N)nc(n1)c2cc(Cl)ccc2Cl.OC(=O)\C=C/C(=O)O,1000000.0,0,0,0,0,0,0,0,4858,c1ccc(-c2ncncn2)cc1
2513,CNC[C@@H](O)CCN1c2ccccc2N(c3c(F)cccc3F)S1(=O)=O,20000.0,0,0,,,,0,1,4859,O=S1(=O)Nc2ccccc2N1c1ccccc1
1923,CCCN([C@H]1CCNC1)C(=O)c2ccccc2SC,20000.0,0,0,,,,0,1,4860,O=C(NC1CCNC1)c1ccccc1
510,Oc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,1.0,1,1,1,1,1,1,1,4861,c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1
403,CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3,323.7,1,1,1,1,1,1,1,4862,c1ccc(C(OCCC2CCCN2)c2ccccc2)cc1
6725,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4(C)CCc5ccccc5N(CC(F)(F)F)C4=O,6000.0,0,,,,,1,1,4863,O=C1Nc2ccccc2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1
3897,CCOC(=O)Nc1ccccc1[C@H](N2CCN(Cc3ccccn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,9900.0,0,,,,,1,1,4864,c1ccc(C(c2ccccc2)N2CCN(Cc3ccccn3)CC2)cc1
6253,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3C#N)C#N)cn2)c4oc(nn4)C(F)(F)F,3600.0,0,,,,,1,1,4865,c1ccc(COc2cnc(N3CCN(c4nnco4)CC3)nc2)cc1
5213,Cc1ccc(cc1C)C(CCC(N)C(=O)O)(c2ccccc2)c3ccccc3,25000.0,0,0,0,,,0,0,4866,c1ccc(C(c2ccccc2)c2ccccc2)cc1
2896,CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4,1000.0,1,1,1,1,1,1,1,4867,O=S(=O)(Nc1ccc(C23CNCC2C3)cc1)c1ccccc1
6653,COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6c(C)c5C)c2n1,500.0,1,1,1,1,1,1,1,4868,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1
5498,CC(C)S(=O)(=O)c1ccccc1Nc2nc(Nc3cc(C)c(cc3OC4CCC4)C5CCNCC5)ncc2Cl,3020.0,0,,,,,1,1,4869,c1ccc(Nc2ccnc(Nc3ccc(C4CCNCC4)cc3OC3CCC3)n2)cc1
7930,Cl.CN(C\C=C\c1ccc(cc1)C(F)F)Cc2ccc3CCCOc3c2,1900.0,0,,,,,1,1,4870,C(=Cc1ccccc1)CNCc1ccc2c(c1)OCCC2
2843,OC(=O)c1ccc(cc1)N2N=C(CC2c3ccc(F)cc3)c4ccc5NC(=O)Oc5c4,30000.0,0,0,0,,,0,0,4871,O=c1[nH]c2ccc(C3=NN(c4ccccc4)C(c4ccccc4)C3)cc2o1
1186,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(c4C)c5ccccn5,5000.0,0,,,,,1,1,4872,c1ccc(-n2cc(-c3ccc4cc(CCN5CCCC5)ccc4n3)cn2)nc1
7004,COc1cc(cnc1OC)N2C(=O)N(Cc3c(F)cc(F)cc3F)c4ncccc4S2(=O)=O,10000.0,0,,,,,1,1,4873,O=C1N(Cc2ccccc2)c2ncccc2S(=O)(=O)N1c1cccnc1
787,C[C@@H]1CCCN1CCCOc2ccc(cc2)N3CCN(CC3=O)C(=O)c4ccc(F)cc4F.OC=O,1584.89,0,,,,,1,1,4874,O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCC3)cc2)C(=O)C1
3314,CCc1cccc(NC(=O)N2CCc3nc(nc(c3C2)c4ccccc4C)c5cnc(nc5)C#N)c1,200.0,1,1,1,1,1,1,1,4875,O=C(Nc1ccccc1)N1CCc2nc(-c3cncnc3)nc(-c3ccccc3)c2C1
2917,C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(N)CC(=C2)C,1000000.0,0,0,0,0,0,0,0,4876,C=C1C2C=CCC1c1ccc(=O)[nH]c1C2
2338,C1CCN(CC1)C2CCN(CC2)c3nc4ncc(cc4s3)c5cncnc5,23333.33,0,0,0,,,0,0,4877,c1ncc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cn1
6105,COc1ncnc(Cn2cc(C(=O)NCC(F)F)c3ncc(C)cc23)c1C,33000.0,0,0,0,0,,0,0,4878,c1cnc2ccn(Cc3ccncn3)c2c1
6686,N[C@H]1CO[C@@H]1COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,24400.0,0,0,0,,,0,0,4879,O=C1COc2ccc(CNC34CCC(CCc5ccnc6ccc(OCC7CCO7)nc56)(CC3)OC4)nc2N1
741,COCCOCC#Cc1cc(cs1)c2n[nH]c3c2Cc4ccc(CN5CCN(C)CC5)cc34,10000.0,0,,,,,1,1,4880,c1cc(-c2n[nH]c3c2Cc2ccc(CN4CCNCC4)cc2-3)cs1
277,OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,30199.52,0,0,0,0,,0,0,4881,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
5728,COC1COCCC1N[C@@H]2C[C@H]3CN(C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)C(=O)N,50000.0,0,0,0,0,0,0,0,4882,O=C(N1CCc2ncccc2C1)C12CNCC1CC(NC1CCOCC1)C2
8211,C(C(c1cccnc1)c2cccnc2)c3ccccc3c4cccnc4,30000.0,0,0,0,,,0,0,4883,c1cncc(-c2ccccc2CC(c2cccnc2)c2cccnc2)c1
3958,COc1cccc(c1)C(=O)CN2C(=O)N(C)c3c(C#N)c(N4CCC[C@H](N)C4)n(CC#CC)c3C2=O,1300.0,0,,,,,1,1,4884,O=C(Cn1c(=O)[nH]c2cc(N3CCCCC3)[nH]c2c1=O)c1ccccc1
3595,CC(C)N1CCN(CC1)C(=C)N(C)Cc2ccc(cc2)c3ccccc3,8181.82,0,,,,,1,1,4885,C=C(NCc1ccc(-c2ccccc2)cc1)N1CCNCC1
3855,C[C@H](CN(C)C)Oc1nc(Nc2cc3cccc(Cl)c3cn2)cnc1C#N,5000.0,0,,,,,1,1,4886,c1ccc2cc(Nc3cnccn3)ncc2c1
2049,O=C(NC1CC1c2ccccc2)N3CCC(CC3)c4onc(n4)c5cnccn5,27000.0,0,0,0,,,0,0,4887,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3cnccn3)no2)CC1
1420,CC1=NN(C(=O)/C/1=N\Nc2cccc(c2O)c3cccc(c3)C(=O)O)c4ccc(C)c(C)c4,630.96,1,1,1,1,1,1,1,4888,O=C1C(=NNc2cccc(-c3ccccc3)c2)C=NN1c1ccccc1
5903,[O-][N+](=O)c1cccc(CNc2cc(cc3ncc(cc23)N4CCN(CC4)C(=O)N5CCOCC5)C(F)(F)F)c1,390.0,1,1,1,1,1,1,1,4889,O=C(N1CCOCC1)N1CCN(c2cnc3cccc(NCc4ccccc4)c3c2)CC1
2975,Cc1nc(C)c(s1)c2nnc(SCCCN3CCC4(CCc5ccc(Cl)cc45)C3)n2C,2511.89,0,,,,,1,1,4890,c1ccc2c(c1)CCC21CCN(CCCSc2nnc(-c3cncs3)[nH]2)C1
2096,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(F)c1,418.0,1,1,1,1,1,1,1,4891,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2
4666,OC(=O)C(F)(F)F.O=C(Nc1ccc(cc1C2=CCCCC2)C3CCNCC3)c4nc(c[nH]4)C#N,10000.0,0,,,,,1,1,4892,O=C(Nc1ccc(C2CCNCC2)cc1C1=CCCCC1)c1ncc[nH]1
6409,CNC(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)[C@]3(CCC4(CCNCC4)C3)C(=O)NO)cc1,30000.0,0,0,0,,,0,0,4893,O=S(=O)(c1ccc(Oc2ccccc2)cc1)C1CCC2(CCNCC2)C1
1005,Cc1ncoc1c2nnc(SCCCN3CCc4cc5oc(nc5cc4CC3)C(F)(F)C(F)(F)F)n2C,199.53,1,1,1,1,1,1,1,4894,c1ncc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)o1
78,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4,1000000.0,0,0,0,0,0,0,0,4895,c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3ccnc3)cc2)c1
3485,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CCS(=O)(=O)C)CC5,9400.0,0,,,,,1,1,4896,c1ccn2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)cnc2c1
2810,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl,1000000.0,0,0,0,0,0,0,0,4897,O=C1C=C2CCC3C(CCC4C3CC3OCOC34)C2CC1
2723,OC(c1ccc2c(cnn2c3ccc(F)cc3)c1)(c4cccc(Cl)c4Cl)C(F)(F)F,10000.0,0,,,,,1,1,4898,c1ccc(Cc2ccc3c(cnn3-c3ccccc3)c2)cc1
4953,Cc1onc(CN2CCN(CC2)c3c(Br)cnc4[nH]c(nc34)c5ccc(cc5)N6CCOCC6)c1,33000.0,0,0,0,0,,0,0,4899,c1cc(N2CCN(Cc3ccon3)CC2)c2nc(-c3ccc(N4CCOCC4)cc3)[nH]c2n1
7946,C[C@H]1N(CCc2c1nnn2c3cnccn3)C(=O)c4cccc(c4Cl)C(F)(F)F,10000.0,0,,,,,1,1,4900,O=C(c1ccccc1)N1CCc2c(nnn2-c2cnccn2)C1
7931,CCc1ccn2ccnc2c1N3CCCN(CC4CCN(CC4)C(=O)[C@H]5C[C@@H]6CC[C@H]5O6)CC3,1300.0,0,,,,,1,1,4901,O=C(C1CC2CCC1O2)N1CCC(CN2CCCN(c3cccn4ccnc34)CC2)CC1
2720,ONC(=O)\C=C\c1ccc(CN2CCCC(C2)c3c([nH]c4ccccc34)c5ccccc5)cc1,28400.0,0,0,0,,,0,0,4902,c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1
5331,CN1CCC(COCc2cc(cc(C=C(C)C)n2)C(F)(F)F)(CC1)c3ccc(F)cc3,18000.0,0,0,,,,0,1,4903,c1ccc(C2(COCc3ccccn3)CCNCC2)cc1
7419,CNC(=O)c1ccccc1Nc2nc(Nc3ccc4CC(CCCc4c3OC)N5CCN(CCO)CC5)ncc2Cl,10000.0,0,,,,,1,1,4904,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCCC(N3CCNCC3)C4)n2)cc1
8015,C[C@@]1(CC[C@](C)(CC1)c2nc(c3ccc(cc3)C(=O)Nc4cc(ccn4)C(F)(F)F)c5c(N)nccn25)C(=O)O,60000.0,0,0,0,0,0,0,0,4905,O=C(Nc1ccccn1)c1ccc(-c2nc(C3CCCCC3)n3ccncc23)cc1
4298,Fc1ccc(cc1)C(CCCCCN2CCC(CNC(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)C2)c4ccc(F)cc4,100.0,1,1,1,1,1,1,1,4906,O=C(NCC1CCN(CCCCCC(c2ccccc2)c2ccccc2)C1)c1ccccc1
3367,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,100000.0,0,0,0,0,0,0,0,4907,O=S(=O)(CC1CCOCC1)N1CCC(CCc2cnoc2)CC1
3591,CCC(CO)NS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCC[C@H]3C)cc2,5108.11,0,,,,,1,1,4908,c1ccc(-c2ccc(CCN3CCCC3)cc2)cc1
6669,COc1ccc2ncc(F)c(C[C@H](O)C3CCC(CO3)NCc4nc5NC(=O)COc5cc4F)c2n1,2400.0,0,,,,,1,1,4909,O=C1COc2ccc(CNC3CCC(CCc4ccnc5cccnc45)OC3)nc2N1
6768,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CC[C@@H]5CCCC[C@H]5N(Cc6ccccc6)C4=O,9000.0,0,,,,,1,1,4910,O=C1C(n2cc(-c3ccc(-n4ccnc4)cc3)nn2)CCC2CCCCC2N1Cc1ccccc1
7248,CC(C)(C)NC(=O)C1N(Cc2ccccc2c3ccc(F)cc3)C(=O)c4ccccc14,56000.0,0,0,0,0,0,0,0,4911,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1
3250,COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CC(=O)NCc4cccc(Cl)c4,34.0,1,1,1,1,1,1,1,4912,O=C(CC1CN(CCc2ccccc2)CC1c1ccccc1)NCc1ccccc1
3000,OC(=O)[C@]12C[C@H]1CN(C2)C3CC[C@@]4(C3)Cc5ccccc5Cc6ccccc46,39810.72,0,0,0,0,,0,0,4913,c1ccc2c(c1)Cc1ccccc1C1(CCC(N3CC4CC4C3)C1)C2
4006,CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(F)c5cccnc45)cc3C2=O)C)C1,9400.0,0,,,,,1,1,4914,O=c1c2cc(Oc3cccc4cccnc34)ncc2ncn1CC1CCCNC1
2748,Clc1cccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCC4)c1,7200.0,0,,,,,1,1,4915,O=C(C1CC(Oc2ccccc2)CN1)N1CCCN(C2CCC2)CC1
3844,Cc1ccc2cccc(NC(=O)[C@@]3(O)CC[C@@H](CC3)NCc4cc5OCCOc5cn4)c2n1,2000.0,0,,,,,1,1,4916,O=C(Nc1cccc2cccnc12)C1CCC(NCc2cc3c(cn2)OCCO3)CC1
4428,CCN1CCN(CC1)c2nc(C)nc3sc(cc23)c4ccccc4,10000.0,0,,,,,1,1,4917,c1ccc(-c2cc3c(N4CCNCC4)ncnc3s2)cc1
1312,C[C@@H]([C@H](N)C(=O)N1CCCC1)c2onc(n2)c3ccc(cc3Cl)S(=O)(=O)C.OC(=O)C(F)(F)F,37000.0,0,0,0,0,,0,0,4918,O=C(CCc1nc(-c2ccccc2)no1)N1CCCC1
4682,COc1cc(Cl)c(cc1OC)c2nc(SCC(=O)N(C)C)nc3[nH]cc(C#N)c23,30000.0,0,0,0,,,0,0,4919,c1ccc(-c2ncnc3[nH]ccc23)cc1
2766,FC(F)(F)c1ccccc1NCC(=O)N2CCCN(Cc3nc4ccccc4[nH]3)CC2,1320.0,0,,,,,1,1,4920,O=C(CNc1ccccc1)N1CCCN(Cc2nc3ccccc3[nH]2)CC1
7255,COCCOCCNC(=O)C1N(CC(C)c2ccc(Cl)cc2)C(=O)c3ccc(F)cc13,33000.0,0,0,0,0,,0,0,4921,O=C1c2ccccc2CN1CCc1ccccc1
8297,Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C(=O)C4)c5ccc(nc5)S(=O)(=O)C,60000.0,0,0,0,0,0,0,0,4922,O=C1OCc2cc(CCN3CCC4(CC3)CC(=O)N(c3cccnc3)C4)ccc21
1490,Cc1cc(F)ccc1[C@@H]2CCN(C[C@@H]3CCc4cccnc4[C@@H](O)C3)C[C@H]2O,13000.0,0,0,,,,0,1,4923,c1ccc(C2CCN(CC3CCc4cccnc4CC3)CC2)cc1
5313,CCN(CC)c1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F,14000.0,0,0,,,,0,1,4924,c1ccc(C2(COCc3ccccn3)CCNCC2)cc1
412,COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,6.457,1,1,1,1,1,1,1,4925,O=C(NC1CCN(CCCOc2ccccc2)CC1)c1ccccc1
2648,CC(N1CCOCC1)C(O)(c2cccnc2)c3cccnc3,60000.0,0,0,0,0,0,0,0,4926,c1cncc(C(CN2CCOCC2)c2cccnc2)c1
6561,CCc1oc(nn1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(C)c7,4300.0,0,,,,,1,1,4927,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(c4cn[nH]c4)(c4nnco4)N3)n2)nc1
5965,Cc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)n1,10000.0,0,,,,,1,1,4928,c1ccc(Nc2cnnc(NC3CCCCC3)c2)nc1
4578,COCCN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4cccnc4C2=O,5011.87,0,,,,,1,1,4929,O=c1c2ncccc2c(Cc2ccccc2)nn1CC1CCCN1
4267,O=C(NC1CC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,11000.0,0,0,,,,0,1,4930,O=C(NC1CC1)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1
5692,CCCCCCCN(CC)CC#CCCc1ccc(C)cc1,1890.0,0,,,,,1,1,4931,c1ccccc1
3087,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,1000000.0,0,0,0,0,0,0,0,4932,O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1
4286,COc1c(cc(cc1C(C)(C)C)C(=O)N2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)C(C)(C)C,660.0,1,1,1,1,1,1,1,4933,O=C(c1ccccc1)N1CCN(CCCCCC(c2ccccc2)c2ccccc2)CC1
1134,Fc1ccc(cc1)C2CNC(=O)C23CCN(CC3)C4(CCCCC4)c5ccc(F)cc5,1300.0,0,,,,,1,1,4934,O=C1NCC(c2ccccc2)C12CCN(C1(c3ccccc3)CCCCC1)CC2
7956,Cl.CN(C\C=C\c1ccc(cc1)c2ccccc2)Cc3ccc4OCCc4c3,11300.0,0,0,,,,0,1,4935,C(=Cc1ccc(-c2ccccc2)cc1)CNCc1ccc2c(c1)CCO2
7484,Cc1onc(C)c1S(=O)(=O)NCCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,31622.78,0,0,0,0,,0,0,4936,O=S(=O)(NCCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1cnoc1
2088,O=C(NC1CC1c2ccccc2)N3CCC(CC3)n4cccn4,30000.0,0,0,0,,,0,0,4937,O=C(NC1CC1c1ccccc1)N1CCC(n2cccn2)CC1
915,Cc1ccnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5cccnc5,30000.0,0,0,0,,,0,0,4938,O=C(c1cccnc1)N1CCC(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1
1324,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cn(C)nc4C,6200.0,0,,,,,1,1,4939,c1cc2nc(-c3cn[nH]c3)ccc2cc1CCN1CCCC1
2121,FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)C(=O)NCCc4ccccn4)c2,10000.0,0,,,,,1,1,4940,O=C(NCCc1ccccn1)C1CCN(Cc2ccn(-c3ccccc3)c2)CC1
8234,C[C@H](N1CC[C@@](CCC(=O)N)(OC1=O)c2ccc(F)cc2)c3ccc(Br)cc3,6300.0,0,,,,,1,1,4941,O=C1OC(c2ccccc2)CCN1Cc1ccccc1
1208,Cc1cccc(NC(=O)c2oc(cc2)c3ccc(cc3)C#N)c1,5800.0,0,,,,,1,1,4942,O=C(Nc1ccccc1)c1ccc(-c2ccccc2)o1
970,CCCCN1CCC2(CC1)OC(OC)c3c2cnn3c4ccccc4,0.65,1,1,1,1,1,1,1,4943,c1ccc(-n2ncc3c2COC32CCNCC2)cc1
5460,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@@H]4CC[C@@H](CCC#N)CC4,20000.0,0,0,,,,0,1,4944,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1
1112,CN1Cc2ccccc2[C@H](N=C1CCc3ccccc3)c4ccccc4,90.0,1,1,1,1,1,1,1,4945,c1ccc(CCC2=NC(c3ccccc3)c3ccccc3CN2)cc1
6838,COc1cccc(c1)c2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2,1001.0,0,,,,,1,1,4946,C1=NC2(CO1)c1cc(-c3ccccc3)ccc1OCC21COC1
1067,CCC(CC)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,1480.0,0,,,,,1,1,4947,c1ccc(-n2ccc3ccccc32)cc1
5363,COc1ccc(cc1C(=O)N)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,32000.0,0,0,0,0,,0,0,4948,c1ccc(-c2ccc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)cc1
1744,Brc1cncc(c1)C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O,6000.0,0,,,,,1,1,4949,O=C(c1cccnc1)N1CCC(NCc2cncn2Cc2ccccc2)C1=O
7449,CN(CCN1CC2CN(Cc3ccc(cc3)C#N)CC(C1)O2)S(=O)(=O)c4ccc(cc4)C#N,31622.78,0,0,0,0,,0,0,4950,O=S(=O)(NCCN1CC2CN(Cc3ccccc3)CC(C1)O2)c1ccccc1
7279,CC(C)(C)NC(=O)C1N(Cc2ccccc2c3ccccc3)C(=O)c4cc(NS(=O)(=O)C)ccc14,15000.0,0,0,,,,0,1,4951,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1
5418,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,20000.0,0,0,,,,0,1,4952,O=C1C=CC2C(=C1)CCC1C2=CCC2CCCC21
7283,Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(O)c5,420.0,1,1,1,1,1,1,1,4953,c1ccc(-c2cn(C3CC(CN4CCC4)C3)c3ncncc23)cc1
7364,CC(C)(C)c1onc(NC(=O)n2ccc3nc(Oc4ncnc5CNCc45)ccc23)c1,26000.0,0,0,0,,,0,0,4954,O=C(Nc1ccon1)n1ccc2nc(Oc3ncnc4c3CNC4)ccc21
2740,CC1(C)CC(NC(=O)C2(O)CC2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl,300.0,1,1,1,1,1,1,1,4955,O=C(NC1CCOc2nc(-c3ccccc3)c(-c3ccccc3)cc21)C1CC1
6061,Cc1cn(CC(O)c2ccc(Cl)cc2Cl)c(N)n1,33300.0,0,0,0,0,,0,0,4957,c1ccc(CCn2ccnc2)cc1
5622,O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc(cc4)C#N)CC3,420.0,1,1,1,1,1,1,1,4958,O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(CCc2ccccc2)CC1
6066,Nc1nc2ccc(cc2n1CC(O)c3cccc(Cl)c3Cl)C#N,33300.0,0,0,0,0,,0,0,4959,c1ccc(CCn2cnc3ccccc32)cc1
7876,FC(F)(F)CNC(=O)c1ccc(cc1)c2cccc3nc(nc(NCc4ccccn4)c23)c5cncnc5,4900.0,0,,,,,1,1,4960,c1ccc(-c2cccc3nc(-c4cncnc4)nc(NCc4ccccn4)c23)cc1
7141,CN1C=C(C=CC1=O)c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(cc5)C(F)(F)F)n2C,251.19,1,1,1,1,1,1,1,4961,O=c1ccc(-c2nnc(SCCCN3CC4CCN(c5ccccc5)C4C3)[nH]2)c[nH]1
2226,CC(C)N1CCN(CCN2CCN(C2=O)c3ccc(F)c(c3)C#N)CC1,15848.93,0,0,,,,0,1,4962,O=C1N(CCN2CCNCC2)CCN1c1ccccc1
1786,Cc1nn(cc1CN2CCC3(CC2)OCc4ccccc34)c5ncccc5Cl,7800.0,0,,,,,1,1,4963,c1ccc(-n2cc(CN3CCC4(CC3)OCc3ccccc34)cn2)nc1
7687,Cc1ncoc1c2nnc(SCCN3CC[C@@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,134.9,1,1,1,1,1,1,1,4964,c1ccc(C2CC23CCN(CCSc2nnc(-c4cnco4)[nH]2)C3)cc1
3715,Cc1cccc(Nc2nc(N[C@H]3CCNC3)ncc2C(=O)N)c1,2511.89,0,,,,,1,1,4965,c1ccc(Nc2ccnc(NC3CCNC3)n2)cc1
8203,CCOc1cc(ccc1c2nc(n3ccnc(N)c23)C45CCC(CC4)(CC5)C(=O)O)C(=O)Nc6cc(ccn6)C(F)(F)F,26000.0,0,0,0,,,0,0,4966,O=C(Nc1ccccn1)c1ccc(-c2nc(C34CCC(CC3)CC4)n3ccncc23)cc1
6385,Fc1cccc(c1)n2cc(NCCN3CCCOCC3)nn2,10000.0,0,,,,,1,1,4967,c1ccc(-n2cc(NCCN3CCCOCC3)nn2)cc1
1073,Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,670.0,1,1,1,1,1,1,1,4968,O=C(c1ccccc1)N1CCC(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1
5317,CC(C)CN(CC(C)C)c1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F,9500.0,0,,,,,1,1,4969,c1ccc(C2(COCc3ccccn3)CCNCC2)cc1
4881,CC#Cc1cncc(c1)c2cccc(c2)C3(N=C(N)c4c(F)cccc34)c5ccnc(c5)C(F)F,2900.0,0,,,,,1,1,4970,C1=NC(c2ccncc2)(c2cccc(-c3cccnc3)c2)c2ccccc21
2195,Cc1oc(SCc2cc(cc(NCC#N)n2)N3CCOCC3)nc1C,10000.0,0,,,,,1,1,4971,c1cc(N2CCOCC2)cc(CSc2ncco2)n1
2214,Cn1cnc(c1)C(=O)N(Cc2cccc(Cl)c2)[C@@H]3CC[C@H](N)CC3,65600.0,0,0,0,0,0,0,0,4972,O=C(c1c[nH]cn1)N(Cc1ccccc1)C1CCCCC1
5144,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3cc(nc4ccc(cc34)C(F)(F)F)C(F)(F)F)c5cncs5,36100.0,0,0,0,0,,0,0,4973,O=C(CNc1ccnc2ccccc12)NC1CN(C2CCC(c3cncs3)CC2)C1
